Transaction_ID,Sender,Receiver,Amount,Timestamp,Is_Fraud
8277ef4d-515,34a60a6e,d6d4fed8,2180.7,2024-06-22 18:19:42,True
61ba7a93-d63,931895e8,6d9c406a,175.71,2024-06-15 00:07:48,False
9d9b8f47-640,7d4c5498,a31870a7,919.51,2024-12-23 04:17:33,False
bd991bc7-ab9,6f0370c6,3cfe6fd1,695.77,2024-09-26 02:09:00,False
1f7cb1d2-343,ff034a38,92e2760d,3571.73,2024-06-20 20:32:14,False
255ac978-644,a3b1d489,26ff7098,1160.2,2024-05-05 20:04:53,False
af25fbe7-d46,61e98ca7,be83ba5f,4241.15,2024-09-22 14:24:39,False
b13e1f3b-71e,457db6b8,aa7f970a,781.18,2024-12-26 15:19:48,False
6fad51d6-478,b24f61e9,931895e8,2143.24,2024-01-14 18:48:34,False
c6bd49be-042,3e1d0d11,b24f61e9,4354.91,2024-04-29 13:08:02,False
73034e00-94d,f95ce0ff,4b756f04,3407.4,2024-08-31 21:39:47,False
799dd2e8-682,4df0f20f,3dcdbfe7,2658.88,2024-06-24 17:09:06,False
cb3173ec-8b0,237db82a,fce6cba8,4801.59,2024-03-15 07:51:50,False
9758b76d-313,c98f6fbb,aa7f970a,3040.76,2024-09-26 06:59:37,False
2eeb2347-63a,e294dbd3,2113c713,903.93,2024-08-31 02:27:51,False
39c2839a-150,3c1324d9,935adc89,4583.22,2024-01-17 05:59:55,False
638d3513-50b,8da73905,62d98fdd,2024.03,2024-06-12 16:02:18,False
ab823e44-58c,92ff7cd8,309c654f,4287.54,2024-08-24 12:44:31,False
bb80b795-9c0,3ef4b450,75deca2b,1881.0,2024-01-16 02:18:10,False
a8bc04c7-a39,3fcbd0b6,a261626c,4064.48,2024-06-04 19:23:49,False
1ebf1cdd-a34,b570adae,c385059b,4408.28,2024-12-09 06:27:15,False
539c72cd-9a7,7c01c3cc,a261626c,3401.24,2024-05-07 11:37:52,False
1f4e81b9-76b,25741254,b5b970fc,3121.29,2024-04-25 02:57:36,False
f3dc4493-5ce,03335005,f95ce0ff,1303.55,2024-12-02 00:48:30,False
03c8d5cc-8ee,119d377f,4bd57d53,414.2,2024-02-25 16:25:59,False
41ca5dd1-a78,b24f61e9,c64a78ab,3593.69,2024-10-03 03:14:45,False
e333c0a6-0d2,39924a64,ca567ae1,61.68,2024-08-29 11:16:12,False
2565ce28-325,d72498e7,1b68f788,3570.26,2024-04-26 23:57:39,False
4730b0f9-345,e813d41b,2690c8aa,2279.03,2024-02-23 11:05:42,False
77a40129-de4,7ea3612e,64164cce,3283.12,2024-09-14 08:24:30,False
ea3a194b-943,6c3a6a56,62de5b5a,1896.36,2024-06-24 17:48:17,False
4aa7ff5e-bea,92cb4701,4c2a1750,2293.76,2024-10-25 19:55:26,False
d9d76a99-74c,3098697d,98dbcc07,3519.85,2024-05-04 06:42:54,False
3dacf5ce-5ce,a7e016cb,0f749205,3811.75,2024-08-31 11:29:51,False
15720cdb-7d5,14a85211,0cbd642b,2185.21,2024-01-07 15:59:16,False
ca6ee4aa-431,411b9baf,51083c87,583.65,2024-09-01 19:18:24,False
a1910e30-280,8db7a631,679fdd04,2177.52,2024-12-25 20:17:42,False
6b7c38ab-011,60f7a123,b3ce5312,2011.42,2024-02-24 06:33:27,False
b46fac8d-d40,1006bed0,c64a78ab,4312.67,2024-12-15 05:22:07,False
4e4d4801-f04,64164cce,98a3df17,1092.77,2024-07-26 09:57:35,False
ade085a7-ec1,75cfe379,173adc12,1379.43,2024-05-18 16:37:52,False
3458f2d0-56f,fef76575,88e7192c,950.88,2024-09-15 18:39:08,False
fa1be3c4-005,8430de71,a8e7bda6,2182.45,2024-01-26 04:26:05,False
14ba9330-d56,26ff7098,b6cca1b7,3863.61,2024-07-21 12:01:07,False
7022c465-c04,6c253140,ab025169,1740.65,2024-04-12 04:17:25,False
e07d58aa-d5c,287bacad,61f1e8c5,3622.71,2024-07-12 17:38:45,False
df9c1c14-b98,b7aefd29,119d377f,3979.58,2024-01-11 03:50:20,False
d95566b2-5f4,1c267b1d,5f56db27,1346.5,2024-02-15 13:43:20,False
7f0f3fda-7f7,24ab8494,98e6a3ad,2536.04,2024-06-27 19:02:04,False
7c527de9-225,6bd465db,43192d4a,598.98,2024-05-17 20:32:10,False
545f9eb3-241,3cf84bc9,3098697d,3769.24,2024-09-09 01:07:02,False
921d35f8-013,6f78cc65,7fa4a904,4458.37,2024-03-28 22:31:51,False
65cb39f4-1a2,b58c386c,119d377f,4988.72,2024-05-03 20:15:16,False
1bb810cf-e5d,1a9b6a9a,471e2a26,4816.56,2024-11-23 23:21:57,False
894efd9a-feb,0f749205,7004f3bb,4044.83,2024-03-07 13:39:46,False
f861688d-f98,c64a78ab,b8c35712,2695.79,2024-09-24 14:08:17,False
760e20fe-12d,ee35ff64,923214e0,565.57,2024-11-16 17:14:46,False
bbfa9300-e5c,18367046,173adc12,506.29,2024-07-11 15:15:58,False
2f13771e-6f3,e85b1ac5,20951c73,2889.38,2024-01-21 21:21:29,False
790ad509-644,3ccf696d,8db7a631,4544.37,2024-04-30 10:17:01,False
b0b127ed-f18,ee35ff64,efa8e17f,1814.69,2024-06-30 09:16:33,False
ea57ad88-dcf,5c67d438,173adc12,4334.66,2024-09-04 01:31:52,False
b5592cc5-323,f846f206,b6cca1b7,4079.45,2024-04-04 21:33:39,False
fc1c11f0-552,12e12d3c,3c1324d9,2896.18,2024-06-22 04:16:23,False
40bdd538-b67,24ab8494,c433adc9,4376.47,2024-10-15 09:50:08,False
465c21ba-231,e294dbd3,7e491b4a,1586.21,2024-05-25 20:16:33,False
d24c24ce-9fa,1c8640bc,1da69959,4426.12,2024-10-14 21:50:28,False
4ac49103-22f,79052cda,27ea04cc,1113.96,2024-07-07 16:04:03,False
32abea6d-e7e,a73fa5f6,79052cda,1810.05,2024-01-05 00:23:01,False
bade6436-69f,c8c6665d,565dc802,4146.74,2024-03-14 07:56:05,False
d898cb80-dd5,a8e7bda6,8e13ae65,2841.77,2024-06-21 21:37:06,True
eeec967f-cfe,6c29bdb4,977a0467,4140.42,2024-02-09 20:28:43,False
b4c8dd63-919,98ee8da8,5e390c9b,1678.8,2024-02-12 19:46:37,False
5680f819-7ea,3b418f70,4cb4fb02,2549.37,2024-09-28 13:02:57,False
3885b9ac-ec9,1c9f18d0,cf4f9a7a,201.28,2024-01-21 17:40:35,False
16f058fb-18c,2690c8aa,a3b1d489,3629.2,2024-04-04 04:51:36,False
d0e4abde-2c4,d00cc419,252789e8,3491.22,2024-03-24 06:44:31,False
5e8f4437-1de,b417da92,ef36ea64,4118.92,2024-10-07 14:30:06,False
df3d6f3d-08d,17148140,7d4c5498,4703.34,2024-01-18 06:52:03,False
8429ab14-d9b,f2991971,b24f61e9,1498.34,2024-07-04 20:15:31,False
e5bcd31c-40f,98ee8da8,455acd70,4822.71,2024-05-04 06:15:26,False
af085b8a-29c,c792b678,e3036bd7,645.97,2024-12-19 15:19:36,False
c8e37a13-d72,63046ebb,3fcbd0b6,1465.43,2024-06-20 16:50:25,False
1d4da63a-569,b3ce5312,22217c2e,4774.01,2024-01-07 10:05:04,True
e6c95d37-9e1,dc962fde,e1291ed9,4973.44,2024-11-05 01:58:23,True
b7674e49-8db,b69333cb,99f07218,928.97,2024-09-22 19:53:50,False
03aa44ff-5b6,4b756f04,c3ba2843,3891.09,2024-01-20 22:23:08,False
2e443a67-d24,2113c713,9392063f,3709.18,2024-04-29 04:32:08,False
6c4fd269-95c,82e7641c,79052cda,1479.91,2024-10-31 12:55:17,False
539e3ba6-1a7,5bca7693,c6780734,1944.25,2024-12-30 14:52:21,False
9232166c-663,73098f3c,ebe599cd,1188.22,2024-01-19 03:25:30,False
01641e59-7ae,faac7328,358c2042,771.93,2024-04-30 05:17:48,False
11b4550f-b50,a26929c1,c98f6fbb,547.53,2024-06-27 09:14:07,False
65e8fa59-2c4,8ef32eff,0d376863,4756.61,2024-02-24 10:37:38,False
bb9cb355-b2b,c792b678,5117d630,1469.98,2024-12-25 05:50:22,False
bed50b7f-33f,87fd5a70,619f0f4a,2468.02,2024-08-29 12:11:45,False
2656da5b-08f,d7720619,287bacad,2483.03,2024-08-29 15:56:43,False
aafc510f-b41,58e056e4,328026c3,4553.44,2024-03-07 17:55:00,False
b4597431-b98,5fe4fb0e,43192d4a,461.93,2024-05-08 06:51:43,False
6e785f8f-4fa,acce1e3d,26ff7098,4360.23,2024-11-03 08:02:33,False
da9e8ec1-657,3ef4b450,455acd70,2087.17,2024-04-25 08:58:11,False
d76959f8-b96,afc8e22d,601dc152,870.66,2024-10-02 08:41:31,False
cccd1bf8-7e6,9392063f,a35988c9,4285.31,2024-05-16 10:43:27,False
41fbdb40-1d6,729ede76,4eb5fb15,2754.12,2024-06-04 09:02:52,False
66e36578-24a,20951c73,a26929c1,860.66,2024-11-10 07:36:36,False
6722cfaa-85b,ef36ea64,d2690572,3369.02,2024-06-05 12:00:57,False
d7cf8104-500,c3acbb0e,be83ba5f,3524.92,2024-09-15 13:21:54,False
70a7440f-319,2e431968,58e056e4,317.41,2024-03-02 18:28:28,False
2ded43e6-27a,9392063f,254b8daf,1046.12,2024-10-28 17:37:42,False
f32a7591-f7f,328026c3,4ffe6159,4945.63,2024-12-11 19:01:33,False
7287a843-1c6,be5ef466,fd318a9c,2978.41,2024-09-28 04:41:55,True
956c6582-a4d,6554195b,cf747df8,4043.21,2024-04-28 00:26:12,False
166f25c3-193,5df5f553,27ea04cc,2356.24,2024-02-29 13:26:36,False
0460e210-67a,6d9c406a,5c37c14b,1899.75,2024-07-07 23:27:58,False
a8a60fc3-aac,4bd57d53,2ea7ba79,724.91,2024-07-30 08:58:46,False
b68447d0-32f,06b734ad,018b5e62,1183.26,2024-06-13 15:47:53,False
d6ab252e-54d,64164cce,56a159bc,1613.51,2024-06-07 22:05:36,False
03c538e3-d29,5b71836f,20951c73,3182.57,2024-07-05 03:03:09,False
b352f5c1-77e,77945531,d00cc419,1554.26,2024-10-29 09:34:02,False
5a4edb10-e4e,0d03e2a8,ff034a38,4377.32,2024-09-13 13:15:07,False
d427de75-10e,7f67a0cc,f59f50e6,3044.84,2024-09-28 09:41:55,False
7033375f-f67,849d13c7,c9d620b4,4145.01,2024-10-24 11:25:43,False
edba6c3e-494,f8e46300,9ea97f09,4295.52,2024-09-06 06:11:08,False
265bebf8-7cd,3c5a238c,849d13c7,2552.01,2024-10-29 20:17:40,False
01ad338f-644,ef29439b,c92f9193,2317.19,2024-02-21 22:59:58,False
94f65df8-868,b310c511,bb31ea39,1940.39,2024-01-30 11:48:41,False
a55e2818-b43,8e6cdb4d,12ae9ef5,4026.13,2024-09-15 22:25:10,False
fa54d355-5ed,a26929c1,2ce28e99,1031.21,2024-10-20 00:07:36,False
9790f6ec-ab9,b7aefd29,0610f73b,4105.11,2024-11-03 06:18:17,False
a6c68970-01e,94a1e106,6d9c406a,3585.33,2024-04-05 18:27:18,False
a1da161f-add,4cf14a37,afc8e22d,4314.5,2024-10-09 17:22:31,False
fbab9ba3-6a9,a409b2a2,f232646c,1381.77,2024-11-13 18:30:59,False
e689b149-db4,e1291ed9,6df2df53,3574.38,2024-01-22 06:56:00,True
08d7cbe0-873,6f78cc65,c89dca16,483.22,2024-12-10 16:03:40,False
47cc7f2c-df4,b5717d70,83632655,198.88,2024-01-03 23:16:47,False
acc3615a-a29,c98f6fbb,a015b90d,2350.66,2024-01-15 16:30:39,False
44ce24c9-3a0,5abc0d83,3cf84bc9,3575.63,2024-03-27 21:58:45,False
c527c2a8-c94,38f2b430,a261626c,299.28,2024-11-29 17:06:32,False
4e05a72c-266,7751f0a1,46cc0f50,294.38,2024-11-24 00:55:31,False
3e3f6a70-8d2,455acd70,88aa7306,4526.09,2024-06-12 02:48:05,False
29ec0e04-2e9,83e65a5f,734527e2,3101.41,2024-10-04 19:50:49,False
f0b4b910-275,dfcaf32c,443ef26a,2675.1,2024-07-15 06:46:28,False
5b4adaad-3e0,9b847928,977a0467,4429.48,2024-08-27 16:13:18,False
250c841b-0ec,f6717d43,8e6cdb4d,3919.72,2024-01-13 04:05:30,False
b67e5edf-120,69854e7b,61e98ca7,2080.97,2024-08-03 14:59:04,False
29f7528f-1f2,030585ac,ac34bc66,141.91,2024-06-01 03:28:40,False
8dcad508-937,2a47503d,935adc89,2065.52,2024-09-02 02:07:21,False
76e37103-404,6d9c406a,3443bbfa,3807.51,2024-02-07 00:18:07,False
3c42a387-755,628dfbd6,bd12a709,3814.5,2024-05-09 07:19:37,False
4362d9dd-4c5,690d653c,2fb1eb00,3583.29,2024-10-13 18:26:33,False
fec16b98-9b8,c8c6665d,73098f3c,322.61,2024-09-17 09:53:58,False
c2c6f5ce-bc7,7dbfcd9e,2e431968,3080.96,2024-04-25 14:58:58,False
41c5159e-c5f,348bd24a,bfb1eaf7,4555.96,2024-03-27 08:27:12,False
96618bd2-c2b,411c956a,d76b2729,4571.05,2024-04-13 03:37:32,False
539b7046-89e,411c956a,26ff7098,4718.62,2024-04-09 18:06:58,False
d85ebb84-b92,aa236c31,1155552b,1227.32,2024-03-07 01:25:37,False
27d08c44-622,9ae84c45,8d8cb663,2987.44,2024-11-17 12:33:19,False
1c5e82ee-57c,430737f1,ae83d646,4307.41,2024-07-08 07:56:58,False
9fbad244-07c,a7e016cb,9bc4e5b4,991.81,2024-03-10 20:21:13,False
44918ae9-fb5,9c089bc0,0cd46d16,2181.39,2024-03-05 01:30:16,False
b89cdf14-76a,234b3e8c,5abc0d83,491.81,2024-05-23 00:53:45,False
0822982b-0a3,3cfe6fd1,a409b2a2,2429.94,2024-10-01 14:37:42,False
6df55740-0fb,5c67d438,ea762d36,2678.44,2024-03-15 07:34:32,False
a3a3e225-c7d,4006207b,b58c386c,907.9,2024-08-26 14:17:50,False
f6452233-b6a,729ede76,ff034a38,2207.86,2024-07-25 06:38:52,False
6803bf34-82b,92cb4701,41b34055,3700.15,2024-05-20 20:54:48,False
072e067f-9ac,a31870a7,8d8cb663,4307.85,2024-05-31 18:27:39,False
afcdb2fc-24c,15bdc6e9,4006207b,3460.62,2024-12-17 03:23:24,False
74051595-491,6f761f68,79395c5c,3379.61,2024-11-11 20:00:45,False
9e59e6ac-15d,0610f73b,aca52ddb,3291.89,2024-11-19 05:58:41,False
6e24f788-85f,6f761f68,2a97b61a,3982.01,2024-11-07 04:01:41,False
d8be7a3c-fed,69854e7b,358c2042,1925.52,2024-03-12 03:39:26,False
267b04f0-b8a,bb5de626,29cc45b1,1473.25,2024-04-02 04:27:22,False
813f5ff0-493,5e390c9b,19370320,1023.89,2024-10-23 03:13:13,False
d0f21b23-0f9,faac011b,9c7943ea,1597.39,2024-01-12 12:10:39,False
1409fbee-9d7,79395c5c,83e65a5f,1912.64,2024-10-31 01:35:06,False
d3b16168-f93,8d8cb663,601dc152,3911.88,2024-10-04 21:15:16,False
cb50012d-241,d3efa876,679fdd04,2949.94,2024-08-21 20:50:51,False
58de679f-ac7,5097dbf4,fd583b2b,2727.39,2024-09-21 02:04:17,False
e17d6abd-a44,4bd57d53,cd5c4901,1474.05,2024-01-28 12:10:46,False
30d0efe8-d7e,ec7bb73f,aa2ec431,4709.84,2024-03-21 18:43:41,False
7e428c7b-595,68d9b84a,033f92d1,3641.28,2024-01-17 23:24:45,False
2e2f168e-d39,98e6a3ad,7ebb2a03,3197.08,2024-05-20 14:07:40,False
f6d95adf-0e8,53efa3df,3443bbfa,1241.93,2024-05-14 15:23:44,False
f87de0f1-64d,cd5c4901,5b0ad002,2974.51,2024-07-19 19:12:32,False
8490e7e0-770,07576917,6d0ac7c5,3476.47,2024-12-05 11:22:48,False
3cf076fd-1e6,b69333cb,79395c5c,1930.55,2024-07-30 00:20:52,False
6f5643f8-5c9,2b0620a2,97c9122a,2918.07,2024-10-16 08:26:17,False
75a02207-cf2,b519106a,4eb5fb15,1488.65,2024-09-18 01:53:39,False
8fd3f1ce-062,2504177c,d3efa876,360.96,2024-03-20 09:42:08,False
8b8bf288-5b5,92ff7cd8,7751f0a1,349.73,2024-05-10 02:08:18,False
37c6c2a4-28b,5df5f553,fd583b2b,110.9,2024-07-04 06:58:46,False
6507e496-22b,cf747df8,c3acbb0e,1408.33,2024-01-09 16:15:28,False
e0069f5e-b44,da0bf96e,25ef6052,4642.48,2024-06-29 04:48:22,False
3cb95014-43a,84ab7ca4,4c79e809,3042.96,2024-06-30 02:20:06,False
fc3241a6-aea,1c8640bc,136ea763,2079.38,2024-05-16 04:50:26,False
03dbf413-ca5,6d9c406a,9ae84c45,2904.25,2024-04-18 17:28:31,False
1efcefcc-dd0,b69333cb,92cb4701,4579.62,2024-09-12 13:32:08,False
ac0c548f-7df,a261626c,43192d4a,2705.46,2024-06-09 04:14:55,False
a9401953-375,4156c518,03114d21,1349.4,2024-12-06 00:34:55,False
e598fbe8-f42,18367046,77d4a7c6,251.11,2024-08-01 09:27:41,False
e3527d35-c2e,5e13a6ca,348bd24a,2434.28,2024-04-20 15:59:49,False
5601e122-e0f,fdb7737a,7ea3612e,1676.29,2024-07-27 11:53:28,False
0d8c3229-10f,34a60a6e,f59f50e6,1630.78,2024-02-02 23:50:42,True
cfeec944-34b,2e286662,42413a3a,2483.8,2024-03-07 09:45:05,False
531f85e3-a58,41577b39,5097dbf4,2734.33,2024-06-22 20:04:40,False
8e23b9b5-62f,2d433234,53efa3df,2875.77,2024-08-06 10:25:11,False
7645f651-464,815f7992,c89dca16,1711.96,2024-04-27 15:26:19,False
945dd17b-59f,861d344c,15bdc6e9,4404.02,2024-07-10 11:19:19,False
24903262-5d6,dfcaf32c,ec7bb73f,641.99,2024-07-14 16:13:33,False
4d8d9ee0-156,b5717d70,c3acbb0e,1247.31,2024-05-06 04:51:23,False
e4d3fe6d-c47,62d98fdd,cf4f9a7a,1783.41,2024-08-14 05:05:17,False
161d8537-a8e,6f0370c6,f718e9cf,3485.11,2024-07-31 15:18:34,False
cac99cdd-00e,977a0467,f3c20865,3011.09,2024-07-01 18:30:24,False
4acef631-e0c,82c783b8,77945531,4988.45,2024-09-01 23:23:31,False
ea4074e9-1bf,36d65ebc,38f2b430,862.23,2024-07-26 04:31:46,False
7b2c88ed-1d6,4ffe6159,429e66ba,1660.32,2024-10-16 07:25:07,False
f6972a42-fe4,1d70fb33,2fb1eb00,804.62,2024-12-02 09:22:57,False
1828a95c-8c9,6df2df53,ff034a38,1531.65,2024-05-31 17:26:10,False
715b2182-184,39924a64,c3ba2843,1846.87,2024-07-04 08:19:38,False
4c06f977-e4c,b393486c,079e8d13,4516.18,2024-02-05 10:55:15,False
2cf6d802-da6,6554195b,7fa4a904,3894.7,2024-09-12 21:14:43,False
134b0ea2-5b5,382d866a,b6cca1b7,3950.15,2024-12-18 18:54:59,False
9ef916bd-046,10ed2abe,be5ef466,2107.21,2024-12-23 19:43:08,False
3e129689-e09,21953157,4e0679b1,756.65,2024-11-10 12:03:15,False
9d91a1f6-9de,8d52aaa3,0dea2766,4739.42,2024-02-03 05:15:17,False
abdb59b6-880,08d6a340,64164cce,1617.29,2024-08-19 18:23:26,False
d44389b0-411,4c2a1750,c9d620b4,2956.03,2024-09-21 08:32:07,False
e7804c80-204,83632655,1fef5c6d,139.31,2024-09-06 07:53:13,False
9f21ee6b-7da,f3c20865,6f78cc65,3673.79,2024-10-01 07:52:52,False
f1cf7a1c-818,b4bb2dbb,3deaed52,4388.99,2024-04-06 23:05:28,False
75d80a6a-31b,7c01c3cc,1a9b6a9a,1241.49,2024-08-12 11:16:09,False
df217f44-662,8ad00a85,4619e5c7,4635.47,2024-08-28 05:36:21,False
8dbebc3e-78e,0fc065ad,77945531,4776.13,2024-10-04 14:14:45,False
fb384176-07e,d00cc419,f1d88210,3411.13,2024-07-03 07:12:43,False
b16b178b-c16,cba0bae5,30bca165,938.82,2024-01-17 03:45:23,False
df2124d7-285,8ad00a85,3b824fe0,4738.02,2024-07-08 13:02:14,False
152958e7-b55,bda321f6,b310c511,38.77,2024-12-02 14:19:25,False
07f90ace-5bf,8e13ae65,60f7a123,1230.53,2024-01-03 04:02:05,True
ac9eeafc-ab1,37b7846b,744746c8,2671.92,2024-12-25 22:27:09,False
727b998f-9c4,b5b970fc,214fc354,1951.96,2024-03-09 07:11:04,False
72d62117-941,6954852a,b58c386c,4534.02,2024-11-26 19:32:39,False
90f77af3-c85,ef29439b,be2715be,4623.23,2024-10-31 21:25:40,False
68a480bc-cbc,b29fe011,3deaed52,3806.05,2024-06-14 14:07:34,False
36c54cb2-984,913d7c8d,849d13c7,2062.51,2024-09-18 12:38:32,False
ff8d5484-889,c3ba2843,03335005,4588.9,2024-12-14 11:51:20,False
137e7658-b3b,faac7328,9c7943ea,3263.27,2024-09-10 01:25:56,False
2a335f19-b72,9c3b1ce4,82555a8b,2764.44,2024-09-13 13:17:06,False
586b1da6-433,8ed7aafa,10ed2abe,2794.57,2024-12-04 08:30:45,False
49de7df7-83b,0f80bcf8,6f761f68,380.17,2024-11-02 13:56:33,False
1459e94b-5fc,1d71ec07,510aa16c,3229.57,2024-01-29 14:25:02,False
c725e915-00f,25ef6052,75deca2b,2607.38,2024-09-05 02:11:58,False
9f579c4b-63f,b310c511,628dfbd6,226.53,2024-04-09 11:24:56,False
85cbc9c0-123,b3ce5312,1b68f788,250.05,2024-06-05 06:34:02,False
630ce844-aef,f718e9cf,27bf96bf,4862.44,2024-10-31 02:24:08,False
9ff896a8-d7b,2d1fc821,5117d630,3385.95,2024-10-15 18:02:35,False
f720cf93-476,389f86b3,7c01c3cc,3850.76,2024-01-18 03:40:10,False
62bcbc8a-44f,3138fb8c,fef76575,4852.72,2024-12-24 00:24:20,False
5d1057de-46f,55302b38,3deaed52,1801.91,2024-05-05 20:04:42,False
a33a3ab9-f7d,e294dbd3,21953157,226.86,2024-12-17 00:52:12,False
7dd17b0d-40e,cba0bae5,b303ab64,4017.17,2024-09-23 18:17:54,False
79ba7569-b7d,443ef26a,734527e2,823.64,2024-05-19 01:51:04,False
060d5720-d47,aa236c31,cc21e1b8,3797.73,2024-02-02 23:43:05,False
b178c0c2-2ff,119d377f,cae60d13,4282.48,2024-08-14 15:39:42,False
7d227ae0-179,bd12a709,4e0679b1,1143.34,2024-11-09 05:55:25,False
bd4ec63e-62b,6c3a6a56,8ed7aafa,1845.97,2024-10-04 08:10:01,False
66764f22-6ae,a35988c9,4df0f20f,697.05,2024-08-12 20:59:00,False
c4f5e1f4-a56,61e98ca7,6954852a,620.59,2024-02-05 22:10:33,False
93091cf6-145,377d096a,1b68f788,877.1,2024-01-15 09:12:51,False
3fc67589-331,3fcbd0b6,ddf7d8b8,4784.88,2024-11-08 08:57:32,False
ac61c3e5-614,bfb1eaf7,86da1728,2906.77,2024-05-30 16:41:06,False
012085d0-74a,389f86b3,1006bed0,4863.56,2024-04-27 20:04:40,False
469c1038-76a,29cc45b1,6bd465db,2586.21,2024-11-07 15:04:29,False
53557bd7-1f0,79395c5c,136ea763,4412.97,2024-08-07 20:18:59,False
24f712c9-194,9c7943ea,a35988c9,1276.17,2024-04-24 04:49:06,False
cc55556f-ede,f530678c,d6d4fed8,4319.69,2024-03-15 09:28:50,False
9eb47017-183,25ef6052,b570adae,2248.17,2024-12-26 02:49:28,False
b3ce8be6-486,99f07218,8ad00a85,960.48,2024-04-09 00:29:49,False
2772e7c2-f55,9ea97f09,2504177c,2360.17,2024-06-01 07:57:07,False
c398ddb7-512,bf1ac3a0,420d691e,1678.6,2024-02-14 13:05:23,False
9d8c348e-803,f846f206,aca52ddb,2715.51,2024-12-16 17:16:05,False
3e92c5e7-2f6,0a5d52b6,8d52aaa3,3661.28,2024-11-04 12:45:17,False
efe4a127-2ba,54a0dcf9,7ea3612e,1409.23,2024-06-11 15:29:00,False
48cde623-1f5,fd717c19,8fd38bd7,3431.3,2024-09-04 22:14:46,False
723e3c6e-48e,f232646c,214fc354,3261.18,2024-07-03 04:35:17,False
2e2904cb-ab5,39924a64,4eb5fb15,2920.19,2024-01-24 06:07:45,False
f1ea96da-c38,815f7992,53bab971,623.74,2024-10-19 17:53:50,False
978cda4e-487,73e05369,92ff7cd8,1007.44,2024-11-22 03:08:21,False
502e1206-b36,25ef6052,389f86b3,1048.47,2024-08-05 09:14:38,False
a927e1cb-5c1,3ef4b450,8d52aaa3,1726.84,2024-05-30 19:39:53,False
34699681-5d7,04cbc238,8ed7aafa,3031.13,2024-06-10 20:56:06,False
b868b77b-139,4b756f04,033f92d1,4543.48,2024-03-08 11:55:01,False
5b0ac315-6f8,7dbfcd9e,1b1a4673,1241.47,2024-07-24 10:51:29,False
